1778,32,26,39,22,27,26,21,15,33,14,14,4
5,67,0,0,0,0,0,0,0,0,0,0,0
0,0,71,0,0,0,0,0,0,0,0,0,0
0,0,0,72,0,0,0,0,0,0,0,0,0
1,0,0,0,71,0,0,0,0,0,0,0,0
11,0,0,0,0,61,0,0,0,0,0,0,0
9,0,0,0,0,0,57,0,0,0,0,0,0
9,0,0,0,0,0,0,59,0,0,0,0,0
9,0,0,0,0,0,0,0,59,0,0,0,0
2,0,0,0,0,0,0,0,0,69,0,0,0
6,0,0,0,0,0,0,0,0,0,66,0,0
1,0,0,0,0,0,0,0,0,0,3,67,0
12,0,0,0,0,0,0,0,0,0,0,0,12
